AES_KEY:347a336100012c76165b5a0b9091b8d4
TOTAL_BITS:235776
8,34,E,RGB
257,54,E,RGB
10,315,E,RGB
484,467,E,RGB
500,104,E,RGB
278,95,E,RGB
6,108,E,RGB
101,426,E,RGB
385,36,E,RGB
416,375,E,RGB
26,456,E,RGB
179,437,E,RGB
149,73,E,RGB
173,14,E,RGB
436,261,E,RGB
357,457,E,RGB
199,387,E,RGB
356,326,E,RGB
204,185,E,RGB
390,199,E,RGB
441,494,E,RGB
79,5,E,RGB
207,433,E,RGB
225,175,E,RGB
198,499,E,RGB
389,377,E,RGB
338,405,E,RGB
244,44,E,RGB
402,225,E,RGB
358,505,E,RGB
141,185,E,RGB
69,471,E,RGB
123,234,E,RGB
410,473,E,RGB
493,434,E,RGB
141,182,E,RGB
8,197,E,RGB
257,313,E,RGB
148,301,E,RGB
7,403,E,RGB
14,327,E,RGB
161,205,E,RGB
335,395,E,RGB
442,80,E,RGB
194,46,E,RGB
239,299,E,RGB
19,383,E,RGB
360,202,E,RGB
433,257,E,RGB
329,318,E,RGB
213,279,E,RGB
219,483,E,RGB
226,26,E,RGB
132,250,E,RGB
143,62,E,RGB
165,488,E,RGB
87,476,E,RGB
289,292,E,RGB
133,352,E,RGB
257,452,E,RGB
269,287,E,RGB
449,453,E,RGB
106,493,E,RGB
398,101,E,RGB
267,222,E,RGB
372,84,E,RGB
367,439,E,RGB
393,353,E,RGB
364,95,E,RGB
57,53,E,RGB
325,218,E,RGB
37,115,E,RGB
23,489,E,RGB
144,339,E,RGB
144,325,E,RGB
229,358,E,RGB
231,336,E,RGB
38,43,E,RGB
324,464,E,RGB
350,62,E,RGB
144,93,E,RGB
295,363,E,RGB
18,235,E,RGB
89,1,E,RGB
273,269,E,RGB
98,247,E,RGB
243,280,E,RGB
375,391,E,RGB
279,334,E,RGB
490,134,E,RGB
167,325,E,RGB
17,500,E,RGB
381,287,E,RGB
94,297,E,RGB
282,342,E,RGB
469,430,E,RGB
376,106,E,RGB
86,231,E,RGB
28,471,E,RGB
374,446,E,RGB
112,227,E,RGB
102,54,E,RGB
507,317,E,RGB
163,288,E,RGB
181,22,E,RGB
89,492,E,RGB
241,346,E,RGB
366,441,E,RGB
277,15,E,RGB
166,339,E,RGB
359,376,E,RGB
233,463,E,RGB
318,371,E,RGB
25,483,E,RGB
251,388,E,RGB
71,363,E,RGB
162,23,E,RGB
269,466,E,RGB
396,20,E,RGB
255,216,E,RGB
70,511,E,RGB
76,75,E,RGB
300,334,E,RGB
153,247,E,RGB
156,92,E,RGB
28,54,E,RGB
83,416,E,RGB
103,487,E,RGB
111,169,E,RGB
348,383,E,RGB
309,197,E,RGB
107,278,E,RGB
121,163,E,RGB
12,445,E,RGB
91,389,E,RGB
131,305,E,RGB
93,35,E,RGB
375,469,E,RGB
112,311,E,RGB
389,446,E,RGB
81,350,E,RGB
62,15,E,RGB
137,486,E,RGB
374,105,E,RGB
216,492,E,RGB
75,105,E,RGB
508,12,E,RGB
238,488,E,RGB
211,157,E,RGB
226,466,E,RGB
252,173,E,RGB
