AES_KEY:38f9c258bf9d4fcf2da8908dde03a891
TOTAL_BITS:59136
136,222,E,RGB
95,136,E,RGB
111,38,E,RGB
228,163,E,RGB
94,191,E,RGB
67,242,E,RGB
57,152,E,RGB
174,69,E,RGB
249,180,E,RGB
144,69,E,RGB
238,153,E,RGB
47,186,E,RGB
129,195,E,RGB
44,130,E,RGB
127,230,E,RGB
157,64,E,RGB
172,148,E,RGB
157,216,E,RGB
115,209,E,RGB
74,188,E,RGB
59,76,E,RGB
78,220,E,RGB
84,218,E,RGB
92,125,E,RGB
70,149,E,RGB
212,122,E,RGB
226,177,E,RGB
17,244,E,RGB
83,195,E,RGB
218,32,E,RGB
120,143,E,RGB
90,242,E,RGB
227,50,E,RGB
68,73,E,RGB
165,162,E,RGB
42,130,E,RGB
91,181,E,RGB
123,249,E,RGB
114,26,E,RGB
5,98,E,RGB
70,143,E,RGB
61,220,E,RGB
158,91,E,RGB
209,16,E,RGB
63,227,E,RGB
86,8,E,RGB
30,97,E,RGB
120,191,E,RGB
202,111,E,RGB
171,58,E,RGB
83,204,E,RGB
41,129,E,RGB
75,104,E,RGB
237,78,E,RGB
134,185,E,RGB
250,187,E,RGB
173,136,E,RGB
55,231,E,RGB
112,24,E,RGB
237,137,E,RGB
127,181,E,RGB
212,124,E,RGB
243,85,E,RGB
244,79,E,RGB
202,190,E,RGB
168,74,E,RGB
199,99,E,RGB
92,151,E,RGB
166,116,E,RGB
245,55,E,RGB
184,122,E,RGB
111,125,E,RGB
155,215,E,RGB
58,25,E,RGB
115,252,E,RGB
128,198,E,RGB
53,190,E,RGB
59,172,E,RGB
81,212,E,RGB
176,66,E,RGB
135,2,E,RGB
168,118,E,RGB
105,24,E,RGB
155,195,E,RGB
206,233,E,RGB
65,181,E,RGB
75,223,E,RGB
65,7,E,RGB
183,195,E,RGB
192,119,E,RGB
129,189,E,RGB
243,4,E,RGB
201,35,E,RGB
144,205,E,RGB
240,100,E,RGB
243,190,E,RGB
220,34,E,RGB
201,94,E,RGB
177,66,E,RGB
182,206,E,RGB
174,126,E,RGB
81,26,E,RGB
193,111,E,RGB
198,226,E,RGB
158,192,E,RGB
83,39,E,RGB
213,109,E,RGB
66,28,E,RGB
127,213,E,RGB
179,176,E,RGB
77,163,E,RGB
97,161,E,RGB
44,135,E,RGB
110,199,E,RGB
38,152,E,RGB
231,0,E,RGB
192,212,E,RGB
139,179,E,RGB
127,78,E,RGB
231,51,E,RGB
110,167,E,RGB
242,11,E,RGB
217,57,E,RGB
118,81,E,RGB
55,85,E,RGB
120,126,E,RGB
114,194,E,RGB
212,11,E,RGB
187,98,E,RGB
238,121,E,RGB
220,132,E,RGB
53,67,E,RGB
192,155,E,RGB
89,241,E,RGB
162,160,E,RGB
239,142,E,RGB
94,136,E,RGB
69,177,E,RGB
152,157,E,RGB
73,116,E,RGB
185,153,E,RGB
73,17,E,RGB
167,49,E,RGB
165,190,E,RGB
18,247,E,RGB
112,178,E,RGB
56,87,E,RGB
89,226,E,RGB
116,123,E,RGB
183,186,E,RGB
149,180,E,RGB
51,125,E,RGB
218,167,E,RGB
67,155,E,RGB
48,245,E,RGB
190,137,E,RGB
118,139,E,RGB
71,171,E,RGB
71,77,E,RGB
103,146,E,RGB
78,182,E,RGB
83,63,E,RGB
196,250,E,RGB
82,72,E,RGB
155,218,E,RGB
118,203,E,RGB
213,108,E,RGB
203,203,E,RGB
105,215,E,RGB
195,244,E,RGB
221,162,E,RGB
77,46,E,RGB
226,79,E,RGB
179,159,E,RGB
107,34,E,RGB
75,119,E,RGB
193,153,E,RGB
230,1,E,RGB
146,157,E,RGB
238,56,E,RGB
89,63,E,RGB
110,87,E,RGB
173,112,E,RGB
216,109,E,RGB
44,180,E,RGB
226,108,E,RGB
186,188,E,RGB
233,161,E,RGB
170,138,E,RGB
234,19,E,RGB
45,176,E,RGB
137,209,E,RGB
114,251,E,RGB
61,202,E,RGB
146,107,E,RGB
91,165,E,RGB
48,143,E,RGB
83,72,E,RGB
77,11,E,RGB
143,227,E,RGB
240,132,E,RGB
191,112,E,RGB
90,63,E,RGB
226,11,E,RGB
230,125,E,RGB
248,1,E,RGB
100,164,E,RGB
178,186,E,RGB
103,109,E,RGB
129,217,E,RGB
139,154,E,RGB
182,148,E,RGB
148,200,E,RGB
246,164,E,RGB
84,100,E,RGB
104,22,E,RGB
86,78,E,RGB
240,158,E,RGB
116,169,E,RGB
145,178,E,RGB
94,153,E,RGB
79,203,E,RGB
123,59,E,RGB
178,119,E,RGB
87,190,E,RGB
130,216,E,RGB
120,187,E,RGB
62,156,E,RGB
74,30,E,RGB
151,218,E,RGB
164,210,E,RGB
37,149,E,RGB
73,118,E,RGB
37,138,E,RGB
72,145,E,RGB
102,198,E,RGB
94,248,E,RGB
82,122,E,RGB
150,182,E,RGB
216,107,E,RGB
123,99,E,RGB
66,249,E,RGB
150,91,E,RGB
172,64,E,RGB
56,158,E,RGB
133,179,E,RGB
96,137,E,RGB
102,46,E,RGB
73,188,E,RGB
233,14,E,RGB
64,188,E,RGB
189,184,E,RGB
242,144,E,RGB
76,148,E,RGB
145,138,E,RGB
205,33,E,RGB
253,28,E,RGB
197,80,E,RGB
111,141,E,RGB
96,64,E,RGB
225,162,E,RGB
3,138,E,RGB
159,208,E,RGB
130,29,E,RGB
170,205,E,RGB
227,148,E,RGB
197,4,E,RGB
148,134,E,RGB
179,129,E,RGB
76,54,E,RGB
215,12,E,RGB
228,148,E,RGB
157,153,E,RGB
164,65,E,RGB
217,163,E,RGB
58,208,E,RGB
145,136,E,RGB
40,149,E,RGB
94,7,E,RGB
39,240,E,RGB
170,60,E,RGB
237,179,E,RGB
56,126,E,RGB
116,202,E,RGB
120,9,E,RGB
6,117,E,RGB
152,205,E,RGB
88,125,E,RGB
169,173,E,RGB
251,98,E,RGB
220,253,E,RGB
58,68,E,RGB
243,98,E,RGB
132,233,E,RGB
122,40,E,RGB
193,134,E,RGB
44,143,E,RGB
42,253,E,RGB
220,68,E,RGB
171,153,E,RGB
102,18,E,RGB
206,246,E,RGB
151,124,E,RGB
66,29,E,RGB
69,251,E,RGB
111,39,E,RGB
56,248,E,RGB
156,89,E,RGB
150,120,E,RGB
85,5,E,RGB
83,82,E,RGB
78,131,E,RGB
180,76,E,RGB
212,224,E,RGB
167,164,E,RGB
220,159,E,RGB
106,174,E,RGB
76,170,E,RGB
66,52,E,RGB
107,92,E,RGB
244,55,E,RGB
130,197,E,RGB
77,36,E,RGB
167,52,E,RGB
245,91,E,RGB
79,82,E,RGB
150,213,E,RGB
4,145,E,RGB
24,25,E,RGB
242,177,E,RGB
121,96,E,RGB
147,123,E,RGB
135,155,E,RGB
106,145,E,RGB
81,53,E,RGB
51,245,E,RGB
11,231,E,RGB
